IL,Full Name,IL_smiles,Cation,Anion,T,P,lambda
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,303,0.1,0.141
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,313,0.1,0.141
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,323,0.1,0.139
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,333,0.1,0.139
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,343,0.1,0.138
32,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,353,0.1,0.138
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,295.1,0.1,0.145
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,295.1,10,0.147
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,295.1,20,0.147
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,0.1,0.145
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,10,0.146
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,315.1,20,0.147
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,0.1,0.144
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,10,0.146
33,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,335.2,20,0.147
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,0.1,0.164
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,10,0.165
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,20,0.167
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,0.1,0.163
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,10,0.164
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,20,0.166
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,0.1,0.16
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,10,0.162
34,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,20,0.164
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,0.1,0.166
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,10,0.168
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,294.2,20,0.17
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,0.1,0.165
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,10,0.168
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,314.3,20,0.169
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,0.1,0.164
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,10,0.167
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,334.4,20,0.169
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,293,0.1,0.158
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,303,0.1,0.157
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,313,0.1,0.156
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,323,0.1,0.155
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,333,0.1,0.153
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,343,0.1,0.152
35,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,353,0.1,0.151
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,0.1,0.171
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,10,0.171
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,20,0.173
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,0.1,0.17
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,10,0.171
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,20,0.173
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,0.1,0.169
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,10,0.171
36,1-butylpyridinium tetrafluoroborate,CCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,20,0.172
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,0.1,0.16
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,10,0.163
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,20,0.165
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,0.1,0.16
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,10,0.161
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,20,0.164
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,0.1,0.158
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,10,0.159
37,1-octylpyridinium tetrafluoroborate,CCCCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,20,0.161
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,0.1,0.163
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,10,0.165
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,294.2,20,0.166
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,0.1,0.163
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,10,0.163
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,314.3,20,0.164
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,0.1,0.161
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,10,0.162
38,1-hexylpyridinium tetrafluoroborate,CCCCCC[N+]1=CC=CC=C1.[B-](F)(F)(F)F,CCCCCC[N+]1=CC=CC=C1,[B-](F)(F)(F)F,334.3,20,0.163
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],294.3,0.1,0.153
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],294.3,10,0.155
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],294.3,20,0.156
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],314.4,0.1,0.15
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],314.4,10,0.152
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],314.4,20,0.154
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],334.5,0.1,0.147
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],334.5,10,0.149
39,1-methyl-3-octylimidazolium bromide,CCCCCCCCN1C=C[N+](=C1)C.[Br-],CCCCCCCCN1C=C[N+](=C1)C,[Br-],334.5,20,0.152
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,0.1,0.173
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,10,0.175
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,20,0.178
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,0.1,0.173
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,10,0.175
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,20,0.177
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],334.4,0.1,0.171
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],334.4,10,0.173
40,1-methyl-3-octylimidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCN1C=C[N+](=C1)C,[Cl-],334.4,20,0.176
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,0.1,0.18
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,10,0.181
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],294.2,20,0.182
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,0.1,0.178
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,10,0.18
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],314.3,20,0.182
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],334.3,0.1,0.177
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],334.3,10,0.179
41,1-hexyl-3-methylimidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],334.3,20,0.181
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,283.15,0.1,0.1772
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,293.15,0.1,0.1773
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,303.15,0.1,0.1806
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,313.15,0.1,0.1798
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,323.15,0.1,0.1796
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,333.15,0.1,0.1777
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,343.15,0.1,0.1765
42,1-butyl-3-methylimidazolium tricyanomethane,CCCCN1C=C[N+](=C1)C.C(#N)[C-](C#N)C#N,CCCCN1C=C[N+](=C1)C,C(#N)[C-](C#N)C#N,353.15,0.1,0.1743
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,283.15,0.1,0.178
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,293.15,0.1,0.1791
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,303.15,0.1,0.1756
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,313.15,0.1,0.1737
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,323.15,0.1,0.1732
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,333.15,0.1,0.1693
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,343.15,0.1,0.1664
43,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,353.15,0.1,0.1632
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,283.15,0.1,0.1762
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,293.15,0.1,0.1752
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,303.15,0.1,0.1741
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,313.15,0.1,0.1714
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,323.15,0.1,0.1722
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,333.15,0.1,0.1697
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,343.15,0.1,0.1677
44,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCCN1C=C[N+](=C1)C.[B-](C#N)(C#N)(C#N)C#N,CCCCCCN1C=C[N+](=C1)C,[B-](C#N)(C#N)(C#N)C#N,353.15,0.1,0.1656
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,283.15,0.1,0.1717
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,293.15,0.1,0.1689
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,303.15,0.1,0.1675
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,313.15,0.1,0.1685
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,323.15,0.1,0.1678
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,333.15,0.1,0.1655
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,343.15,0.1,0.1642
45,1-methyl-3-octylimidazolium tricyanomethanide,CCCCCCCC[N+]1=CN(C)C=C1.C(#N)[C-](C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,C(#N)[C-](C#N)C#N,353.15,0.1,0.1639
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,283.15,0.1,0.1703
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,293.15,0.1,0.1694
46,1-methyl-3-octylimidazolium tetracyanoborate,CCCCCCCC[N+]1=CN(C)C=C1.[B-](C#N)(C#N)(C#N)C#N,CCCCCCCC[N+]1=CN(C)C=C1,[B-](C#N)(C#N)(C#N)C#N,303.15,0.1,0.1682
