IL,Full Name,IL_smiles,Cation,Anion,T,P,lambda
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],292.94,0.1,0.136
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],298.04,0.1,0.135
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],303.15,0.1,0.135
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],313.45,0.1,0.133
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],323.45,0.1,0.132
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],333.55,0.1,0.131
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],343.59,0.1,0.131
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],353.62,0.1,0.131
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],293.15,0.1,0.16
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],303.15,0.1,0.159
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],313.15,0.1,0.159
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],323.15,0.1,0.158
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],333.15,0.1,0.157
17,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],343.15,0.1,0.157
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,273.15,0.1,0.2053
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,283.15,0.1,0.205
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,293.15,0.1,0.2021
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,303.15,0.1,0.2022
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,313.15,0.1,0.1986
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,323.15,0.1,0.1958
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,333.15,0.1,0.1942
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,343.15,0.1,0.1935
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,353.15,0.1,0.1914
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,293.4,0.1,0.183
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,303.3,0.1,0.179
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,313.1,0.1,0.178
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,323,0.1,0.181
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,333.2,0.1,0.17
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,343.4,0.1,0.165
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,298.15,0.1,0.2
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,313.15,0.1,0.197
18,1-ethyl-3-methylimidazolium dicyanamide,CCN1C=C[N+](=C1)C.C(#N)[N-]C#N,CCN1C=C[N+](=C1)C,C(#N)[N-]C#N,328.15,0.1,0.193
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],273.15,0.1,0.2137
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],283.15,0.1,0.2124
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],293.15,0.1,0.211
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],303.15,0.1,0.2102
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],313.15,0.1,0.2066
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],323.15,0.1,0.2026
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],333.15,0.1,0.2002
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],343.15,0.1,0.1973
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],353.15,0.1,0.1915
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],293.15,0.1,0.202
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],303.15,0.1,0.203
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],313.15,0.1,0.204
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],323.15,0.1,0.207
19,1-ethyl-3-methylimidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],CCN1C=C[N+](=C1)C,CC(=O)[O-],333.15,0.1,0.207
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,273.15,0.1,0.1209
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,0.1,0.1203
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,0.1,0.1188
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,0.1,0.1198
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,0.1,0.1176
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,0.1,0.117
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,0.1,0.1176
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,0.1,0.1171
20,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=C[N+](CCCC)=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](CCCC)=C1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,0.1,0.1164
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,273.15,0.1,0.1956
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,283.15,0.1,0.1957
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,293.15,0.1,0.193
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,303.15,0.1,0.1918
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,313.15,0.1,0.19
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,323.15,0.1,0.1873
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,333.15,0.1,0.1868
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,343.15,0.1,0.1847
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,353.15,0.1,0.1815
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,283.15,0.1,0.1966
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,293.15,0.1,0.1958
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,303.15,0.1,0.1955
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,313.15,0.1,0.1928
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,323.15,0.1,0.1917
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,333.15,0.1,0.1896
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,343.15,0.1,0.1883
21,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCN1C=C[N+](C)=C1.C(#N)[C-](C#N)C#N,CCN1C=C[N+](C)=C1,C(#N)[C-](C#N)C#N,353.15,0.1,0.1874
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],273.15,0.1,0.1941
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],283.15,0.1,0.1948
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],293.15,0.1,0.1914
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],303.15,0.1,0.1959
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],313.15,0.1,0.1915
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],323.15,0.1,0.1906
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],333.15,0.1,0.1908
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],343.15,0.1,0.1917
22,1-ethyl-3-methylimidazolium methyl phosphonate,CCN1C=C[N+](=C1)C.COP(=O)[O-],CCN1C=C[N+](=C1)C,COP(=O)[O-],353.15,0.1,0.1902
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],273.15,0.1,0.1876
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],283.15,0.1,0.1882
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],293.15,0.1,0.1856
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],303.15,0.1,0.1872
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],313.15,0.1,0.184
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],323.15,0.1,0.1833
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],333.15,0.1,0.1832
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],343.15,0.1,0.1834
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],353.15,0.1,0.183
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],283.11,0.1,0.185
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],293.16,0.1,0.186
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],303.16,0.1,0.185
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],313.04,0.1,0.185
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],323.02,0.1,0.184
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],332.91,0.1,0.184
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],342.89,0.1,0.184
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],352.82,0.1,0.183
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],293,0.1,0.182
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],303,0.1,0.181
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],313,0.1,0.181
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],323,0.1,0.179
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],333,0.1,0.179
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],343,0.1,0.178
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],353,0.1,0.177
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],303.15,0.1,0.1808
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],308.15,0.1,0.18
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],313.15,0.1,0.1795
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],318.15,0.1,0.1787
23,1-ethyl-3-methylimidazolium ethyl sulfate,CCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],323.15,0.1,0.178
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],273.15,0.1,0.1712
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],283.15,0.1,0.1711
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],293.15,0.1,0.167
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],303.15,0.1,0.1679
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],313.15,0.1,0.1648
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],323.15,0.1,0.1629
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],333.15,0.1,0.1631
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],343.15,0.1,0.1626
24,1-ethyl-3-methylimidazolium octyl sulfate,CCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],CCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],353.15,0.1,0.1621
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,273.15,0.1,0.1314
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,0.1,0.1291
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,0.1,0.1299
25,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,0.1,0.1283
